Product_ID,Category,Subcategory,Price,Brand,Average_Rating_of_Similar_Products,Product_Rating,Customer_Review_Sentiment_Score,Holiday,Season,Geographical_Location,Similar_Product_List,Probability_of_Recommendation
P3202,electronics,smartwatch,4783,brand c,2.5,3.4,0.89,yes,summer,Canada,"['Smartwatch', 'Laptop', 'Headphones']",0.16
P3203,fashion,jacket,3377,brand a,4.7,3.8,0.94,yes,summer,Germany,"['Jeans', 'Jacket']",0.53
P3204,home decor,lamp,773,brand c,2.9,3.5,0.03,no,summer,India,['Wall Art'],0.51
P3205,beauty,lipstick,184,brand c,4.7,4.3,0.45,no,autumn,UK,"['Lipstick', 'Foundation', 'Perfume']",0.35
P3206,beauty,foundation,989,brand a,3.8,4.5,0.97,no,winter,UK,['Foundation'],0.68
P3207,fitness,resistance bands,4442,brand b,2.1,2.7,0.12,no,spring,UK,"['Dumbbells', 'Dumbbells', 'Treadmill']",0.69
P3208,fitness,treadmill,3228,brand b,3.1,2.1,0.07,yes,spring,USA,"['Dumbbells', 'Treadmill']",0.97
P3209,electronics,smartphone,3076,brand b,2.8,5.0,0.36,no,winter,USA,['Smartphone'],0.69
P3210,beauty,moisturizer,2878,brand d,4.4,3.5,0.88,no,winter,UK,"['Perfume', 'Lipstick']",0.21
P3211,books,comics,1380,brand d,4.6,4.1,0.9,yes,autumn,India,['Biography'],0.25
P3212,fitness,treadmill,1702,brand c,3.8,2.7,0.98,no,winter,Canada,['Resistance Bands'],0.56
P3213,fitness,dumbbells,1113,brand b,3.9,3.7,0.2,yes,autumn,Canada,"['Resistance Bands', 'Dumbbells']",0.45
P3214,home decor,wall art,2975,brand c,4.2,3.0,0.18,yes,spring,Canada,"['Lamp', 'Lamp', 'Curtains']",0.12
P3215,home decor,lamp,3903,brand a,2.4,3.6,0.3,no,winter,Germany,"['Cushions', 'Cushions', 'Curtains']",0.14
P3216,books,fiction,4473,brand a,2.4,2.3,0.76,no,winter,India,['Biography'],0.17
P3217,fitness,treadmill,4390,brand a,3.4,4.1,0.06,no,spring,Canada,"['Yoga Mat', 'Dumbbells', 'Dumbbells']",0.53
P3218,fitness,resistance bands,3452,brand d,2.3,3.4,0.31,yes,summer,Canada,"['Yoga Mat', 'Yoga Mat']",0.47
P3219,home decor,lamp,4768,brand b,3.7,2.6,0.58,yes,summer,UK,"['Wall Art', 'Wall Art', 'Curtains']",0.63
P3220,home decor,cushions,4558,brand b,3.2,2.9,0.08,yes,autumn,USA,['Curtains'],0.77
P3221,fashion,t-shirt,3927,brand a,2.2,3.5,0.44,yes,autumn,Canada,"['T-shirt', 'Jeans']",0.97
P3222,electronics,headphones,2129,brand b,2.3,4.2,0.69,yes,summer,Canada,"['Smartwatch', 'Smartwatch', 'Laptop']",0.32
P3223,electronics,laptop,2653,brand d,2.3,4.5,0.33,yes,spring,UK,"['Smartphone', 'Headphones', 'Headphones']",0.89
P3224,books,comics,1172,brand a,4.0,2.6,0.52,no,summer,USA,['Non-fiction'],0.95
P3225,fitness,resistance bands,461,brand b,2.7,2.6,0.08,no,spring,Germany,['Dumbbells'],0.7
P3226,home decor,wall art,4136,brand d,3.9,4.1,0.68,no,summer,UK,"['Wall Art', 'Curtains']",0.57
P3227,books,fiction,3126,brand b,4.2,2.5,0.2,no,autumn,Germany,['Biography'],0.17
P3228,fashion,shoes,663,brand b,3.7,4.1,0.88,no,spring,Canada,"['Jacket', 'Jacket']",0.57
P3229,fashion,jacket,1669,brand b,2.1,2.8,0.92,yes,spring,Germany,"['T-shirt', 'T-shirt']",0.45
P3230,fitness,resistance bands,1866,brand b,4.5,3.9,0.12,no,spring,USA,['Resistance Bands'],0.75
P3231,fitness,yoga mat,1296,brand d,4.7,3.1,0.76,yes,autumn,Germany,"['Dumbbells', 'Dumbbells', 'Yoga Mat']",0.49
P3232,books,biography,3665,brand a,4.4,4.0,0.95,yes,summer,Germany,"['Non-fiction', 'Fiction', 'Non-fiction']",0.33
P3233,fitness,dumbbells,2408,brand d,2.9,3.1,0.53,yes,spring,UK,"['Dumbbells', 'Resistance Bands']",0.48
P3234,beauty,foundation,3881,brand a,4.8,2.6,0.61,yes,autumn,USA,"['Lipstick', 'Perfume', 'Foundation']",0.18
P3235,electronics,headphones,1065,brand c,2.5,4.2,0.85,yes,autumn,Canada,"['Smartwatch', 'Laptop', 'Headphones']",0.13
P3236,electronics,laptop,2486,brand d,3.5,4.3,0.87,no,spring,UK,"['Laptop', 'Headphones', 'Headphones']",0.31
P3237,fitness,resistance bands,2184,brand b,2.6,3.6,0.97,yes,spring,Canada,"['Yoga Mat', 'Resistance Bands']",0.65
P3238,home decor,cushions,482,brand a,4.1,2.3,0.13,no,summer,India,"['Wall Art', 'Cushions']",0.94
P3239,fitness,resistance bands,2565,brand d,4.8,3.8,0.81,no,winter,Canada,"['Treadmill', 'Resistance Bands']",0.13
P3240,home decor,cushions,4014,brand d,4.4,2.0,0.08,no,autumn,India,"['Lamp', 'Curtains']",0.99
P3241,fashion,t-shirt,1050,brand c,4.0,4.1,0.47,yes,autumn,UK,"['Jacket', 'Shoes', 'Jeans']",0.45
P3242,books,non-fiction,672,brand d,2.1,2.6,0.05,yes,autumn,USA,['Comics'],0.68
P3243,home decor,lamp,3973,brand d,2.8,2.3,0.34,no,autumn,UK,['Curtains'],0.83
P3244,fashion,shoes,2963,brand a,2.4,3.7,0.85,yes,spring,USA,['T-shirt'],0.33
P3245,beauty,perfume,287,brand c,2.9,4.9,0.71,no,autumn,UK,"['Lipstick', 'Lipstick']",0.7
P3246,fitness,resistance bands,3224,brand c,2.9,4.6,0.09,no,summer,USA,['Treadmill'],0.74
P3247,books,non-fiction,4382,brand b,4.1,2.9,0.22,no,summer,Germany,"['Biography', 'Fiction']",0.34
P3248,beauty,moisturizer,4383,brand c,3.6,3.9,0.57,no,summer,Germany,"['Moisturizer', 'Moisturizer']",0.11
P3249,electronics,laptop,3594,brand d,4.7,4.3,0.15,no,autumn,India,['Smartphone'],0.55
P3250,books,fiction,712,brand d,4.5,4.8,0.62,yes,winter,USA,"['Comics', 'Biography']",0.96
P3251,beauty,foundation,394,brand b,3.1,4.8,0.08,no,winter,Germany,"['Moisturizer', 'Perfume', 'Lipstick']",0.9
P3252,books,biography,1151,brand a,3.0,2.8,0.98,no,summer,USA,"['Fiction', 'Non-fiction']",0.35
P3253,electronics,laptop,1856,brand d,2.2,4.9,0.84,no,spring,India,"['Smartphone', 'Smartwatch']",0.81
P3254,fashion,t-shirt,1067,brand b,2.4,4.9,0.65,yes,winter,UK,"['T-shirt', 'Jeans']",0.82
P3255,books,comics,1575,brand d,3.5,4.9,0.16,yes,spring,UK,"['Comics', 'Fiction', 'Fiction']",0.6
P3256,home decor,curtains,4889,brand b,3.3,2.5,0.16,no,winter,India,"['Wall Art', 'Curtains', 'Wall Art']",0.78
P3257,books,non-fiction,3602,brand d,2.0,4.5,0.42,no,spring,Germany,"['Biography', 'Biography', 'Non-fiction']",0.27
P3258,beauty,perfume,2491,brand a,4.9,2.0,0.49,no,winter,USA,"['Moisturizer', 'Foundation']",0.67
P3259,fashion,jeans,1424,brand d,3.7,2.4,1.0,no,summer,USA,"['Jeans', 'Jeans', 'T-shirt']",0.49
P3260,fitness,treadmill,4257,brand a,2.0,2.9,0.65,yes,winter,UK,"['Yoga Mat', 'Dumbbells']",0.34
P3261,books,biography,4861,brand d,4.1,4.1,0.71,no,autumn,India,['Biography'],0.38
P3262,electronics,smartwatch,1642,brand d,2.5,3.7,0.09,no,spring,USA,"['Smartwatch', 'Smartwatch']",0.36
P3263,books,fiction,4755,brand a,2.3,4.8,0.04,yes,winter,Germany,['Comics'],0.54
P3264,books,comics,834,brand a,3.0,4.9,0.67,yes,summer,India,"['Non-fiction', 'Non-fiction']",0.41
P3265,books,fiction,4023,brand c,4.0,4.7,0.9,yes,autumn,USA,"['Comics', 'Non-fiction', 'Comics']",0.54
P3266,books,biography,976,brand a,3.5,2.9,0.44,yes,summer,UK,"['Biography', 'Fiction']",0.74
P3267,fitness,yoga mat,2546,brand b,4.5,4.0,0.51,no,winter,USA,['Dumbbells'],0.79
P3268,electronics,headphones,2289,brand c,4.5,2.7,0.54,no,spring,Germany,"['Smartwatch', 'Smartwatch']",0.42
P3269,fitness,dumbbells,1421,brand d,3.6,4.7,0.1,no,autumn,Germany,"['Treadmill', 'Treadmill', 'Treadmill']",0.27
P3270,books,fiction,332,brand c,3.6,4.0,0.18,yes,autumn,USA,"['Biography', 'Fiction']",0.53
P3271,beauty,lipstick,890,brand d,4.6,4.3,0.19,yes,summer,UK,"['Foundation', 'Moisturizer']",0.82
P3272,beauty,perfume,563,brand a,3.5,3.8,0.81,yes,winter,India,"['Perfume', 'Lipstick']",0.8
P3273,electronics,headphones,3663,brand a,3.8,3.3,0.6,no,summer,Canada,['Smartwatch'],0.52
P3274,books,non-fiction,1869,brand b,2.9,2.9,0.73,yes,autumn,UK,"['Biography', 'Biography']",0.21
P3275,fashion,jeans,242,brand a,3.1,4.3,0.97,yes,spring,India,"['Shoes', 'Jeans']",0.49
P3276,home decor,cushions,2120,brand d,2.6,3.5,0.99,no,spring,USA,['Curtains'],0.66
P3277,home decor,lamp,826,brand c,4.3,3.0,0.98,no,autumn,Germany,['Curtains'],0.89
P3278,fitness,resistance bands,1945,brand a,2.0,3.6,0.82,yes,summer,Canada,['Resistance Bands'],0.15
P3279,fashion,shoes,1439,brand b,4.3,3.2,0.57,no,winter,Germany,"['Jacket', 'T-shirt', 'T-shirt']",0.84
P3280,beauty,moisturizer,150,brand b,4.8,3.1,0.7,no,spring,Canada,"['Moisturizer', 'Lipstick']",0.62
P3281,electronics,headphones,3953,brand b,4.3,4.4,0.25,no,summer,India,"['Headphones', 'Smartphone']",0.4
P3282,beauty,moisturizer,4078,brand b,2.7,4.8,0.5,yes,summer,Canada,"['Foundation', 'Perfume']",0.46
P3283,books,fiction,771,brand a,4.6,2.7,0.44,yes,winter,Canada,['Comics'],0.12
P3284,books,non-fiction,929,brand a,3.6,2.4,0.84,yes,spring,Germany,['Biography'],0.9
P3285,books,fiction,4971,brand b,4.2,3.9,0.09,no,winter,Canada,['Fiction'],0.99
P3286,fashion,t-shirt,3265,brand c,4.9,4.4,0.04,no,winter,USA,"['T-shirt', 'T-shirt']",0.63
P3287,fitness,dumbbells,1781,brand d,2.1,2.6,0.19,no,winter,Germany,['Treadmill'],0.67
P3288,home decor,lamp,2999,brand a,3.0,2.9,0.07,no,autumn,Germany,"['Curtains', 'Wall Art', 'Cushions']",0.57
P3289,beauty,moisturizer,3954,brand b,4.4,2.2,0.61,yes,spring,Canada,"['Foundation', 'Foundation']",0.35
P3290,beauty,moisturizer,4619,brand d,4.2,2.3,0.6,no,spring,Canada,"['Foundation', 'Lipstick', 'Moisturizer']",0.55
P3291,books,non-fiction,1059,brand c,2.0,4.8,0.86,no,summer,India,"['Non-fiction', 'Non-fiction']",0.29
P3292,books,comics,4409,brand c,2.9,4.1,0.11,no,summer,UK,"['Fiction', 'Biography', 'Non-fiction']",0.42
P3293,fitness,dumbbells,450,brand b,4.2,4.7,0.44,yes,winter,Canada,['Yoga Mat'],0.99
P3294,fitness,treadmill,1240,brand d,3.3,4.3,0.34,yes,autumn,India,"['Yoga Mat', 'Treadmill', 'Resistance Bands']",0.31
P3295,books,biography,1965,brand c,4.0,4.0,0.09,yes,summer,UK,"['Comics', 'Biography', 'Biography']",0.81
P3296,fitness,yoga mat,1084,brand d,2.7,2.7,0.39,yes,winter,Germany,"['Dumbbells', 'Yoga Mat', 'Dumbbells']",0.47
P3297,fashion,jacket,398,brand a,3.9,2.2,0.05,yes,autumn,USA,"['T-shirt', 'Jeans']",0.5
P3298,home decor,cushions,2798,brand c,2.8,5.0,0.38,yes,autumn,UK,"['Curtains', 'Curtains']",0.85
P3299,books,comics,4178,brand a,2.1,4.8,0.63,no,autumn,UK,"['Fiction', 'Biography']",0.84
P3300,beauty,lipstick,4880,brand c,2.3,3.0,0.29,no,spring,Germany,"['Lipstick', 'Perfume']",0.33
P3301,fashion,shoes,752,brand b,3.3,2.2,0.05,no,spring,Canada,"['Shoes', 'Shoes']",0.36
P3302,books,non-fiction,2883,brand b,2.9,2.1,0.84,yes,winter,Germany,"['Fiction', 'Fiction', 'Biography']",0.33
P3303,books,non-fiction,1939,brand d,3.3,4.5,0.55,yes,summer,India,"['Comics', 'Non-fiction']",0.58
P3304,fashion,jeans,3963,brand d,4.1,3.0,0.24,no,autumn,Canada,"['Shoes', 'T-shirt', 'Shoes']",0.17
P3305,books,comics,4238,brand d,4.1,3.1,0.5,no,autumn,Germany,"['Non-fiction', 'Fiction', 'Fiction']",0.38
P3306,fitness,treadmill,2270,brand d,2.2,3.6,0.93,no,summer,USA,"['Dumbbells', 'Dumbbells']",1.0
P3307,fashion,t-shirt,1156,brand c,3.1,2.2,0.83,no,spring,Germany,"['Jacket', 'T-shirt', 'Jeans']",0.87
P3308,fitness,dumbbells,3370,brand d,3.0,4.2,0.77,no,autumn,USA,"['Dumbbells', 'Resistance Bands', 'Treadmill']",0.21
P3309,fashion,jeans,2458,brand c,3.2,3.9,0.85,yes,summer,Canada,['Shoes'],0.21
P3310,fashion,t-shirt,4853,brand a,2.6,3.5,0.89,no,summer,USA,['T-shirt'],0.55
P3311,fitness,dumbbells,3605,brand b,3.7,2.4,0.56,yes,spring,Germany,"['Yoga Mat', 'Treadmill']",0.75
P3312,fashion,t-shirt,3315,brand d,2.5,2.9,0.5,no,winter,Germany,"['Jacket', 'T-shirt', 'T-shirt']",0.4
P3313,beauty,foundation,4300,brand b,2.1,2.3,0.78,no,winter,India,"['Lipstick', 'Perfume', 'Moisturizer']",0.13
P3314,beauty,foundation,4627,brand d,4.7,2.9,0.26,yes,summer,Canada,"['Foundation', 'Moisturizer', 'Moisturizer']",0.41
P3315,home decor,cushions,1571,brand d,5.0,3.8,0.35,no,spring,USA,['Curtains'],0.11
P3316,books,biography,2740,brand c,3.0,3.5,0.25,yes,summer,USA,"['Comics', 'Biography', 'Non-fiction']",0.67
P3317,books,fiction,4983,brand c,2.3,2.3,0.13,no,summer,Germany,"['Biography', 'Non-fiction', 'Biography']",0.29
P3318,books,non-fiction,4388,brand a,4.1,3.6,0.92,yes,winter,UK,"['Comics', 'Biography']",0.45
P3319,home decor,lamp,116,brand c,4.0,2.0,0.07,yes,winter,UK,['Curtains'],0.26
P3320,electronics,smartphone,4143,brand c,2.2,3.6,0.26,no,autumn,UK,"['Headphones', 'Smartwatch']",0.27
P3321,electronics,laptop,1936,brand a,3.8,3.5,0.33,no,summer,India,"['Laptop', 'Smartphone']",0.42
P3322,fitness,yoga mat,1673,brand d,4.5,4.6,0.75,no,autumn,UK,"['Treadmill', 'Treadmill', 'Resistance Bands']",0.56
P3323,fitness,dumbbells,612,brand a,4.9,3.1,0.44,no,autumn,UK,"['Yoga Mat', 'Dumbbells', 'Treadmill']",0.47
P3324,home decor,curtains,4524,brand d,3.8,3.4,0.9,no,autumn,Canada,"['Cushions', 'Cushions', 'Lamp']",0.84
P3325,books,fiction,3465,brand c,4.3,2.4,0.86,no,winter,Canada,"['Fiction', 'Biography']",0.95
P3326,electronics,smartwatch,3314,brand a,2.5,3.3,0.17,yes,spring,Canada,"['Laptop', 'Smartphone']",0.71
P3327,electronics,laptop,3893,brand c,4.5,3.6,0.71,yes,autumn,India,"['Smartwatch', 'Laptop']",0.23
P3328,fitness,yoga mat,4088,brand c,2.6,4.7,0.05,no,summer,USA,"['Yoga Mat', 'Resistance Bands']",0.28
P3329,home decor,lamp,293,brand c,3.9,4.5,0.85,yes,spring,UK,"['Curtains', 'Curtains', 'Lamp']",0.85
P3330,fashion,jeans,3017,brand b,4.9,3.6,0.63,no,winter,UK,['T-shirt'],0.32
P3331,books,comics,2485,brand a,4.4,4.8,0.04,yes,winter,UK,"['Fiction', 'Fiction']",0.62
P3332,electronics,headphones,2352,brand c,2.2,2.7,0.82,yes,winter,UK,['Smartphone'],0.28
P3333,books,biography,2928,brand d,3.6,5.0,0.85,no,summer,Canada,"['Non-fiction', 'Non-fiction', 'Biography']",0.54
P3334,electronics,laptop,1333,brand d,3.7,2.9,0.5,yes,summer,Germany,['Smartwatch'],0.77
P3335,books,non-fiction,2828,brand a,3.3,3.0,0.78,yes,autumn,India,['Comics'],0.52
P3336,electronics,headphones,3979,brand b,4.6,3.2,0.47,yes,spring,Canada,"['Smartphone', 'Headphones']",0.99
P3337,electronics,laptop,542,brand b,2.8,3.6,0.26,yes,autumn,India,"['Smartphone', 'Smartwatch']",0.86
P3338,beauty,moisturizer,3050,brand c,2.5,2.7,0.79,no,spring,Canada,"['Foundation', 'Foundation']",0.47
P3339,books,non-fiction,3732,brand c,2.8,4.1,0.67,no,autumn,India,['Fiction'],0.73
P3340,home decor,wall art,434,brand c,2.1,2.1,0.44,yes,autumn,Germany,"['Wall Art', 'Cushions', 'Curtains']",0.42
P3341,beauty,perfume,3308,brand d,2.5,2.8,0.83,yes,spring,USA,"['Moisturizer', 'Perfume']",0.7
P3342,electronics,headphones,2719,brand d,4.8,4.4,0.02,yes,autumn,Canada,"['Smartwatch', 'Smartwatch']",0.82
P3343,fitness,treadmill,1794,brand a,2.7,3.1,0.25,no,summer,UK,['Yoga Mat'],0.16
P3344,home decor,wall art,326,brand b,2.3,3.3,0.73,no,winter,Germany,"['Wall Art', 'Wall Art']",0.5
P3345,fitness,treadmill,594,brand b,3.8,2.0,0.02,no,spring,USA,"['Yoga Mat', 'Yoga Mat', 'Resistance Bands']",0.47
P3346,books,fiction,2330,brand d,3.3,3.3,0.32,yes,winter,Canada,"['Comics', 'Fiction']",0.11
P3347,beauty,foundation,961,brand b,3.0,2.1,0.8,no,spring,Germany,"['Perfume', 'Lipstick', 'Foundation']",0.8
P3348,books,biography,2058,brand c,4.6,3.2,0.14,no,summer,Germany,['Non-fiction'],0.66
P3349,fashion,jeans,3958,brand b,3.6,2.9,0.97,yes,summer,UK,['Shoes'],0.73
P3350,books,non-fiction,304,brand c,3.5,3.0,0.45,no,winter,UK,['Non-fiction'],0.78
P3351,fitness,yoga mat,3489,brand b,2.7,3.2,0.13,no,autumn,Germany,"['Yoga Mat', 'Treadmill', 'Yoga Mat']",0.56
P3352,electronics,smartwatch,4253,brand c,2.5,4.6,0.72,yes,spring,UK,['Laptop'],0.34
P3353,home decor,wall art,2191,brand b,2.2,4.5,0.35,yes,spring,USA,"['Wall Art', 'Lamp', 'Cushions']",0.37
P3354,beauty,perfume,3103,brand d,3.1,3.8,0.78,yes,spring,USA,"['Lipstick', 'Moisturizer']",0.44
P3355,books,comics,3112,brand d,2.6,3.9,0.48,yes,spring,USA,"['Non-fiction', 'Non-fiction', 'Biography']",0.16
P3356,fitness,treadmill,1059,brand d,2.4,2.7,0.6,no,spring,UK,['Yoga Mat'],0.5
P3357,beauty,foundation,4266,brand d,2.6,4.5,0.48,no,winter,India,"['Foundation', 'Foundation']",0.94
P3358,electronics,smartwatch,3313,brand d,4.9,3.4,0.16,no,winter,Germany,"['Laptop', 'Smartphone']",0.57
P3359,books,non-fiction,4487,brand c,4.3,4.1,0.08,yes,spring,UK,"['Non-fiction', 'Comics', 'Fiction']",0.63
P3360,electronics,headphones,2953,brand d,3.5,2.8,0.94,yes,spring,UK,"['Headphones', 'Laptop', 'Headphones']",0.95
P3361,fitness,resistance bands,226,brand c,4.9,2.1,0.29,no,autumn,Canada,"['Dumbbells', 'Resistance Bands', 'Dumbbells']",0.22
P3362,home decor,cushions,3314,brand b,3.9,2.7,0.24,yes,autumn,USA,"['Wall Art', 'Lamp']",0.52
P3363,books,fiction,2468,brand a,4.8,4.7,0.74,yes,spring,UK,['Fiction'],0.49
P3364,books,comics,2182,brand b,2.7,2.5,0.32,yes,autumn,Canada,"['Fiction', 'Comics', 'Non-fiction']",0.36
P3365,home decor,curtains,2290,brand b,4.8,3.3,0.89,yes,summer,Canada,"['Cushions', 'Cushions']",0.2
P3366,beauty,moisturizer,897,brand a,2.7,4.9,0.59,yes,winter,USA,"['Lipstick', 'Perfume']",0.36
P3367,beauty,moisturizer,525,brand d,4.7,3.0,0.27,yes,spring,Canada,['Moisturizer'],0.73
P3368,books,fiction,2353,brand b,5.0,2.6,0.07,yes,summer,India,['Biography'],0.18
P3369,fitness,treadmill,4493,brand d,2.3,3.9,0.36,no,spring,UK,"['Treadmill', 'Resistance Bands']",0.73
P3370,fitness,dumbbells,1557,brand d,3.2,4.5,0.97,yes,winter,USA,"['Resistance Bands', 'Dumbbells']",0.22
P3371,fashion,jeans,4415,brand a,3.8,4.7,0.08,yes,winter,UK,['Jeans'],0.65
P3372,books,fiction,456,brand c,2.4,3.9,0.6,yes,spring,USA,['Biography'],0.55
P3373,fitness,treadmill,1215,brand a,3.2,3.7,0.74,yes,autumn,India,['Dumbbells'],0.19
P3374,books,non-fiction,442,brand a,3.7,3.1,0.12,no,winter,USA,['Non-fiction'],0.71
P3375,fitness,dumbbells,3818,brand c,4.4,4.8,0.41,yes,spring,Canada,['Resistance Bands'],0.2
P3376,electronics,laptop,3868,brand a,4.4,2.2,0.78,yes,spring,India,"['Smartphone', 'Smartwatch', 'Smartwatch']",0.76
P3377,home decor,wall art,4104,brand d,3.9,3.2,0.64,no,summer,USA,"['Wall Art', 'Wall Art']",0.67
P3378,beauty,moisturizer,2762,brand d,2.9,2.8,0.4,no,autumn,Germany,"['Lipstick', 'Perfume', 'Lipstick']",0.49
P3379,electronics,headphones,1433,brand d,3.8,3.7,0.48,no,winter,Canada,"['Headphones', 'Headphones']",0.59
P3380,fashion,shoes,440,brand b,4.6,3.5,0.78,no,spring,USA,['Jacket'],0.7
P3381,fashion,t-shirt,223,brand d,3.7,2.1,0.48,yes,summer,Germany,"['T-shirt', 'Jacket']",0.3
P3382,beauty,perfume,3366,brand b,4.0,3.0,0.33,yes,winter,Germany,"['Moisturizer', 'Foundation']",0.22
P3383,fitness,yoga mat,2984,brand b,3.5,4.2,0.46,yes,spring,UK,"['Treadmill', 'Resistance Bands', 'Dumbbells']",0.42
P3384,beauty,lipstick,3018,brand a,2.2,3.7,0.38,no,autumn,Germany,"['Lipstick', 'Perfume', 'Lipstick']",0.71
P3385,electronics,smartwatch,1494,brand b,3.7,3.9,0.4,yes,winter,UK,['Headphones'],0.15
P3386,home decor,wall art,4555,brand b,4.9,2.2,0.33,yes,summer,Germany,['Lamp'],0.45
P3387,fashion,shoes,4705,brand a,2.1,4.7,0.04,no,autumn,Canada,"['Jacket', 'Jeans']",0.65
P3388,fashion,jacket,4170,brand c,2.7,2.2,0.74,no,spring,Germany,"['Jacket', 'Jacket', 'Jeans']",0.35
P3389,books,fiction,1314,brand c,3.2,3.9,0.85,yes,summer,Germany,['Comics'],0.15
P3390,electronics,headphones,3466,brand a,2.6,2.3,0.45,yes,summer,Germany,['Smartphone'],0.8
P3391,fitness,resistance bands,2770,brand c,4.5,3.6,0.99,yes,autumn,India,"['Yoga Mat', 'Treadmill']",0.42
P3392,fashion,shoes,4584,brand c,2.4,2.3,0.37,yes,summer,USA,"['Shoes', 'T-shirt', 'Jacket']",0.41
P3393,fashion,shoes,4883,brand d,2.7,4.0,0.37,yes,winter,Canada,"['T-shirt', 'Shoes']",0.63
P3394,books,biography,4722,brand b,3.8,3.6,0.75,no,winter,UK,['Fiction'],0.87
P3395,home decor,curtains,1202,brand b,3.2,2.7,0.58,no,winter,Germany,"['Wall Art', 'Lamp']",0.25
P3396,electronics,laptop,2397,brand b,3.0,4.5,1.0,yes,winter,Canada,"['Smartwatch', 'Laptop', 'Headphones']",0.63
P3397,books,comics,2614,brand d,2.0,4.5,0.78,yes,winter,Canada,"['Comics', 'Non-fiction']",0.34
P3398,fashion,jacket,3009,brand c,4.5,4.0,0.6,no,spring,Canada,"['T-shirt', 'Jeans', 'Shoes']",0.73
P3399,fashion,shoes,1450,brand d,4.4,4.7,0.4,no,spring,India,"['Jacket', 'Shoes', 'Shoes']",0.27
P3400,fashion,shoes,2200,brand d,2.0,4.4,0.05,yes,autumn,USA,"['Jacket', 'Shoes', 'Jacket']",0.35
P3401,home decor,lamp,3315,brand b,4.4,3.1,0.26,no,spring,India,"['Lamp', 'Cushions']",0.18
P3402,books,non-fiction,3752,brand c,3.7,3.1,0.79,no,spring,Canada,['Fiction'],0.25
P3403,fashion,jeans,3922,brand b,4.7,2.7,0.89,no,spring,Canada,"['T-shirt', 'Jeans']",0.26
P3404,electronics,smartphone,895,brand d,2.7,2.9,0.15,yes,summer,USA,['Laptop'],0.67
P3405,fitness,treadmill,3180,brand c,4.1,3.5,0.05,yes,autumn,UK,"['Resistance Bands', 'Dumbbells', 'Resistance Bands']",0.47
P3406,fashion,shoes,855,brand b,2.9,3.6,0.38,yes,spring,India,['Jacket'],0.81
P3407,books,comics,311,brand a,3.8,2.8,0.14,yes,spring,Germany,"['Biography', 'Biography']",0.4
P3408,beauty,foundation,3674,brand b,2.6,3.6,0.46,no,autumn,USA,"['Moisturizer', 'Foundation', 'Lipstick']",0.77
P3409,fitness,treadmill,4914,brand d,2.7,2.2,0.93,no,spring,India,['Treadmill'],0.86
P3410,fashion,t-shirt,3439,brand c,3.6,2.5,0.9,no,autumn,UK,['Jacket'],0.88
P3411,home decor,cushions,1709,brand b,3.5,2.5,0.39,no,summer,Canada,"['Wall Art', 'Cushions']",0.6
P3412,home decor,curtains,4324,brand a,3.7,2.8,0.84,yes,autumn,Germany,"['Cushions', 'Lamp']",0.94
P3413,fashion,jacket,772,brand b,3.6,4.2,0.41,no,autumn,USA,"['Jeans', 'Jacket', 'T-shirt']",0.36
P3414,electronics,headphones,250,brand b,3.6,4.0,0.87,no,summer,UK,['Headphones'],0.51
P3415,fitness,yoga mat,2516,brand b,3.0,3.0,0.36,yes,winter,Germany,"['Yoga Mat', 'Dumbbells', 'Resistance Bands']",0.69
P3416,fashion,t-shirt,4907,brand b,3.3,4.8,0.18,yes,summer,Germany,"['Shoes', 'Shoes', 'Shoes']",0.3
P3417,fitness,resistance bands,637,brand c,4.8,2.6,0.6,yes,autumn,Germany,"['Resistance Bands', 'Resistance Bands']",0.21
P3418,books,non-fiction,1702,brand d,4.0,4.1,0.63,yes,summer,USA,"['Fiction', 'Biography', 'Non-fiction']",0.45
P3419,fitness,resistance bands,1314,brand c,4.4,3.7,0.28,no,summer,India,"['Resistance Bands', 'Dumbbells', 'Dumbbells']",0.61
P3420,home decor,wall art,4881,brand a,4.3,3.1,0.19,yes,spring,Canada,"['Cushions', 'Lamp']",0.51
P3421,books,biography,4664,brand a,3.8,3.2,0.63,yes,summer,USA,"['Non-fiction', 'Non-fiction', 'Comics']",0.31
P3422,books,biography,4992,brand a,2.1,4.2,0.63,yes,spring,Germany,"['Comics', 'Biography']",0.94
P3423,home decor,cushions,2080,brand a,4.4,4.8,0.28,yes,autumn,Canada,"['Curtains', 'Lamp', 'Lamp']",0.78
P3424,fashion,jacket,2889,brand b,2.6,2.3,0.49,yes,summer,USA,['Jacket'],0.5
P3425,books,non-fiction,718,brand d,4.8,3.4,0.94,no,autumn,USA,['Biography'],0.71
P3426,beauty,lipstick,2644,brand c,5.0,4.7,0.99,yes,summer,Canada,"['Lipstick', 'Foundation', 'Foundation']",0.87
P3427,electronics,headphones,1509,brand c,4.7,3.0,0.17,yes,spring,Germany,['Smartwatch'],0.81
P3428,electronics,smartphone,3966,brand d,3.0,4.7,0.51,yes,winter,Canada,['Laptop'],0.35
P3429,home decor,wall art,3636,brand b,2.1,3.8,0.24,no,summer,Germany,['Lamp'],0.7
P3430,books,fiction,728,brand d,3.2,3.8,0.29,no,summer,Canada,"['Comics', 'Fiction']",0.82
